id;order_id;sku;quantity;code_color
331056;145858;4781_1000102_0_U;1;20002139_051
331060;145859;3879_40130843_0_U;1;20001744_002
331061;145859;4377_1000054_0_U;1;20001964_027
331059;145859;4979_173_0_U;1;20002236_179
331063;145860;4173_255_0_P;1;20001858_592
331062;145860;4449_273_0_P;1;20002004_599
331064;145861;70976800_1000058_0_M;1;16040018_029
331066;145863;70976800_1000058_0_P;2;16040018_029
331069;145864;1915_40130845_0_U;1;20000925_003
331070;145864;2689_1000012_0_U;1;20001226_006
331067;145864;3747_31_0_M;1;20001676_073
331068;145864;4719_1000048_0_U;1;20002113_024
331071;145865;2871_141_0_P;1;20001283_559
331072;145866;2559_103_0_G;1;20001166_545
331074;145867;128_40130843_0_M;1;10000063_002
331075;145867;4233_1000102_0_U;1;20001885_051
331073;145867;70976800_1000058_0_P;1;16040018_029
331076;145868;128_1000072_0_M;1;10000063_036
331080;145869;2287_1000058_0_44;1;20001094_029
331079;145869;2287_40130843_0_44;1;20001094_002
331077;145869;3795_239_0_M;1;20001699_074
331078;145869;4097_263_0_M;1;20001819_596
331081;145870;3777_233_0_G;1;20001690_063
331084;145870;4145_261_0_G;1;20001844_595
331082;145870;4451_1000036_0_G;1;20002005_018
331085;145870;4719_1000048_0_U;1;20002113_024
331083;145870;6133_1000058_0_40;1;20002758_029
331088;145871;4087_265_0_P;1;20001814_597
331087;145871;4089_265_0_P;1;20001815_597
331086;145871;4171_261_0_P;1;20001857_595
331089;145872;70975904_1000012_0_42;1;14590129_006
331091;145873;3403_1000054_0_U;1;20001522_027
331090;145873;3409_1000054_0_U;1;20001526_027
331095;145873;4253_1000102_0_U;1;20001895_051
331096;145873;4913_40130843_0_U;1;20002196_002
331094;145873;4921_1000032_0_U;1;20002200_016
331092;145873;4921_1000036_0_U;2;20002200_018
331098;145873;5409_1000058_0_U;1;20002434_029
331093;145873;5415_1000018_0_U;1;20002437_009
331097;145873;5933_40130845_0_U;1;20002670_003
331099;145874;4165_1000036_0_M;1;20001854_018
331100;145875;5015_1000028_0_U;1;20002259_014
331101;145876;2151_1000058_0_38;1;20001032_029
331103;145877;1223_1000078_0_M;1;20000583_039
331105;145877;2871_143_0_G;1;20001283_560
331104;145877;4169_257_0_M;1;20001856_593
331102;145877;70975574_40130843_0_42;1;16420002_002
331107;145878;2499_95_0_G;1;20001134_541
331106;145878;2513_111_0_G;1;20001141_549
331110;145878;2517_99_0_G;1;20001143_543
331108;145878;2531_95_0_G;1;20001152_541
331111;145878;2543_99_0_G;1;20001158_543
331109;145878;2559_111_0_G;1;20001166_549
331112;145879;415_40130843_0_38;1;10000232_002
331113;145880;2203_40130843_0_36;1;20001061_002
331115;145881;110_1000032_0_G;1;10000054_016
331114;145881;70976800_1000058_0_G;1;16040018_029
331121;145883;4925_40130843_0_U;1;20002201_002
331122;145884;4149_263_0_G;1;20001846_596
331124;145884;4177_259_0_G;1;20001860_594
331123;145884;4177_261_0_G;1;20001860_595
331126;145885;3137_40130843_0_U;1;20001428_002
331125;145885;4431_277_0_P;1;20001995_601
331127;145886;4087_257_0_M;1;20001814_593
331128;145887;2303_1000096_0_40;1;20001102_048
331131;145888;2605_1000058_0_U;1;20001189_029
331130;145888;2605_40130843_0_U;1;20001189_002
331132;145888;3409_1000054_0_U;1;20001526_027
331129;145888;4175_239_0_M;1;20001859_074
331134;145888;70976064_1000018_0_U;1;13770140_009
331133;145888;943_1000024_0_U;1;20000443_012
331140;145889;1463_1000016_0_U;1;20000706_008
331142;145889;1573_1000018_0_U;1;20000754_009
331141;145889;1633_1000016_0_U;1;20000788_008
331135;145889;3253_1000102_0_U;1;20001464_051
331139;145889;4297_1000030_0_U;1;20001925_015
331138;145889;4509_1000048_0_U;1;20002030_024
331137;145889;4785_1000102_0_U;1;20002141_051
331136;145889;865_1000018_0_U;1;20000398_009
331143;145890;2569_107_0_P;1;20001172_547
331144;145891;1939_40130845_0_U;1;20000936_003
331148;145891;2625_1000018_0_U;1;20001199_009
331147;145891;3245_40130843_0_U;1;20001460_002
331146;145891;3373_1000018_0_U;1;20001510_009
331145;145891;70976110_40130845_0_U;1;14880124_003
331153;145892;2667_1000036_0_U;1;20001215_018
331151;145892;2697_1000012_0_U;1;20001230_006
331149;145892;3713_1000044_0_G;1;20001657_022
331150;145892;4605_207_0_M;1;20002053_583
331152;145892;4803_1000016_0_U;1;20002150_008
331154;145893;2183_1000020_0_40;1;20001051_010
331167;145896;4029_259_0_40;1;20001786_594
331168;145896;4127_1000040_0_M;1;20001835_020
331171;145897;3225_1000018_0_U;1;20001447_009
331169;145897;4149_259_0_G;1;20001846_594
331170;145897;4329_1000026_0_U;1;20001941_013
331173;145898;2497_1000030_0_G;1;20001131_015
331172;145898;2521_99_0_G;1;20001145_543
331174;145898;2541_40130843_0_M;1;20001157_002
331175;145898;2559_119_0_M;1;20001166_553
331178;145899;2497_40130843_0_P;1;20001131_002
331176;145899;2513_99_0_P;1;20001141_543
331177;145899;2543_99_0_P;1;20001158_543
331179;145899;70976016_40130845_0_U;1;14880114_003
331181;145900;3251_1000080_0_U;1;20001463_040
331180;145900;4129_255_0_M;1;20001836_592
331182;145901;2939_1000058_0_40;1;20001321_029
331184;145902;1667_1000018_0_U;1;20000804_009
331185;145902;1723_1000018_0_U;1;20000823_009
331188;145902;1857_1000018_0_U;1;20000893_009
331183;145902;4335_40130845_0_U;1;20001944_003
331186;145902;70976078_40130845_0_U;1;14880123_003
331187;145902;70976334_40130845_0_U;1;15480009_003
331190;145903;2813_207_0_P;1;20001257_583
331191;145903;2937_213_0_38;1;20001320_586
331189;145903;4457_1000046_0_P;1;20002008_023
331192;145904;2515_40130843_0_G;1;20001142_002
331193;145904;2889_161_0_P;1;20001296_153
331195;145905;2523_40130843_0_M;1;20001146_002
331194;145905;2563_40130843_0_P;1;20001168_002
331197;145907;5395_173_0_U;1;20002422_179
331199;145908;4097_265_0_M;1;20001819_597
331198;145908;4129_259_0_M;1;20001836_594
331200;145908;4803_1000016_0_U;1;20002150_008
331204;145909;2803_141_0_P;1;20001252_559
331203;145909;2813_153_0_P;1;20001257_565
331206;145909;3115_71_0_U;1;20001415_533
331202;145909;4097_263_0_P;1;20001819_596
331205;145909;4625_1000024_0_U;1;20002062_012
331207;145909;4627_1000026_0_U;1;20002063_013
331201;145909;4803_1000016_0_U;1;20002150_008
331209;145910;3703_40130843_0_G;1;20001651_002
331208;145910;6133_40130843_0_40;1;20002758_002
331216;145911;1857_1000018_0_U;1;20000893_009
331214;145911;2125_63_0_PP;1;20001017_529
331217;145911;2697_1000048_0_U;1;20001230_024
331215;145911;3213_5_0_U;1;20001444_068
331211;145911;3781_40130843_0_PP;1;20001692_002
331213;145911;4127_1000036_0_PP;1;20001835_018
331212;145911;4129_263_0_PP;1;20001836_596
331210;145911;4949_1000012_0_U;1;20002220_006
331218;145912;2183_1000032_0_40;1;20001051_016
331222;145912;3641_215_0_G;1;20001618_587
331225;145912;4089_257_0_G;1;20001815_593
331223;145912;4123_1000110_0_G;1;20001833_055
331226;145912;4129_263_0_G;1;20001836_596
331221;145912;4149_259_0_G;1;20001846_594
331224;145912;4157_1000110_0_G;1;20001850_055
331220;145912;4161_257_0_G;2;20001852_593
331227;145912;4419_277_0_G;1;20001989_601
331219;145912;70977036_1000084_0_42;2;15560002_042
331228;145913;5925_285_0_U;1;20002664_081
331229;145914;2613_1000020_0_GG;1;20001194_010
331230;145914;2953_1000036_0_GG;1;20001328_018
331232;145915;2499_95_0_G;1;20001134_541
331233;145915;2513_121_0_G;1;20001141_554
331231;145915;2531_95_0_G;1;20001152_541
331234;145915;2541_121_0_G;1;20001157_554
331235;145916;3403_1000054_0_U;1;20001522_027
331236;145916;3409_1000054_0_U;1;20001526_027
331238;145916;4299_1000026_0_U;1;20001926_013
331237;145916;4323_1000040_0_U;1;20001938_020
331239;145917;2831_1000036_0_P;1;20001267_018
331240;145918;3727_233_0_GG;1;20001665_063
331241;145919;2833_40130843_0_P;1;20001268_002
331246;145920;2513_95_0_G;1;20001141_541
331242;145920;2523_40130843_0_G;2;20001146_002
331245;145920;2543_95_0_G;1;20001158_541
331243;145920;2563_40130843_0_M;2;20001168_002
331244;145920;5399_1000058_0_U;1;20002429_029
331248;145921;3769_83_0_42;1;20001686_123
331250;145921;4093_40130843_0_M;1;20001817_002
331247;145921;4129_255_0_G;1;20001836_592
331249;145921;695_1000032_0_P;1;20000313_016
331252;145922;114_40130847_0_G;1;10000056_004
331251;145922;2879_141_0_GG;2;20001291_559
331255;145922;4019_259_0_G;1;20001780_594
331254;145922;4915_1000036_0_U;1;20002197_018
331253;145922;70976218_40130843_0_U;1;16360010_002
331262;145924;5861_1000036_0_U;1;20002626_018
331266;145925;114_40130847_0_PP;1;10000056_004
331267;145925;285_1000012_0_P;1;10000169_006
331263;145925;2865_1000078_0_P;1;20001284_039
331268;145925;3301_40130843_0_U;1;20001487_002
331265;145925;4451_1000036_0_P;1;20002005_018
331264;145925;695_1000036_0_P;1;20000313_018
331270;145926;4119_255_0_42;1;20001831_592
331269;145926;4443_1000036_0_44;1;20002001_018
331273;145927;2613_1000020_0_G;1;20001194_010
331271;145927;3675_1000058_0_42;1;20001634_029
331272;145927;419_1000094_0_44;1;10000234_047
331274;145928;70975990_273_0_P;1;15560017_599
331275;145929;4405_267_0_36;1;20001982_077
331279;145930;2197_1000032_0_44;1;20001058_016
331277;145930;3689_211_0_GG;1;20001641_585
331276;145930;4023_255_0_G;1;20001782_592
331278;145930;4453_1000028_0_GG;1;20002006_014
331281;145931;2123_75_0_P;1;20001016_535
331280;145931;4087_259_0_P;1;20001814_594
331282;145932;2287_40130843_0_42;1;20001094_002
331283;145932;3653_215_0_40;1;20001624_587
331284;145933;2833_1000078_0_PP;1;20001268_039
331286;145933;3761_1000070_0_PP;1;20001682_035
331285;145933;4191_1000036_0_PP;1;20001869_018
331288;145934;2497_40130843_0_G;1;20001131_002
331287;145934;2557_40130843_0_M;1;20001165_002
331289;145935;4821_1000016_0_U;1;20002159_008
331290;145936;4055_1000054_0_U;1;20001798_027
331291;145936;4169_259_0_G;1;20001856_594
331294;145937;2809_1000084_0_P;1;20001256_042
331295;145937;2879_137_0_P;1;20001291_557
331293;145937;3781_1000058_0_P;1;20001692_029
331292;145937;4087_263_0_P;1;20001814_596
331297;145938;3761_1000070_0_G;1;20001682_035
331296;145938;4145_261_0_M;1;20001844_595
331303;145939;3641_213_0_G;1;20001618_586
331302;145939;3653_217_0_42;1;20001624_588
331298;145939;3765_207_0_G;1;20001684_583
331301;145939;3765_215_0_G;1;20001684_587
331299;145939;4145_257_0_G;1;20001844_593
331300;145939;4161_257_0_G;1;20001852_593
331312;145941;2167_1000058_0_G;1;20001040_029
331311;145941;3619_1000058_0_G;1;20001596_029
331314;145941;3627_40130843_0_G;1;20001609_002
331315;145941;3757_1000032_0_G;1;20001680_016
331313;145941;3757_1000058_0_G;1;20001680_029
331310;145941;4161_257_0_G;1;20001852_593
331316;145942;4161_257_0_M;1;20001852_593
331318;145943;3935_245_0_P;1;20001761_590
331317;145943;3935_247_0_M;1;20001761_591
331321;145945;4081_259_0_U;1;20001811_594
331322;145945;675_1000076_0_G;1;20000302_038
331326;145946;2153_1000010_0_38;1;20001033_005
331328;145946;2201_1000020_0_40;1;20001060_010
331325;145946;3663_1000058_0_38;1;20001629_029
331324;145946;3663_177_0_38;1;20001629_183
331323;145946;3703_40130843_0_M;1;20001651_002
331327;145946;3703_40130843_0_P;1;20001651_002
331329;145947;3663_177_0_42;1;20001629_183
331330;145948;4023_257_0_G;1;20001782_593
331335;145951;2171_1000020_0_40;1;20001042_010
331337;145951;4075_253_0_M;1;20001808_076
331336;145951;4389_1000032_0_38;1;20001974_016
331338;145951;4403_1000026_0_40;1;20001981_013
331339;145952;4955_1000044_0_U;1;20002223_022
331341;145954;4439_1000020_0_GG;1;20001999_010
331344;145954;4439_1000024_0_GG;1;20001999_012
331343;145954;4439_1000032_0_GG;1;20001999_016
331342;145954;4439_40130843_0_GG;1;20001999_002
331346;145955;2151_1000058_0_38;1;20001032_029
331345;145955;3819_233_0_38;1;20001712_063
331347;145955;4047_1000054_0_U;1;20001794_027
331348;145955;695_40130843_0_PP;1;20000313_002
331349;145956;1075_1000026_0_U;1;20000511_013
331350;145957;669_1000054_0_M;1;20000297_027
331355;145960;4083_1000058_0_42;1;20001812_029
331356;145961;2263_40130847_0_P;2;20001084_004
331359;145962;4149_257_0_GG;1;20001846_593
331358;145962;4501_1000030_0_U;1;20002025_015
331360;145962;4629_1000030_0_U;1;20002064_015
331357;145962;5405_1000032_0_U;1;20002432_016
331370;145966;2497_87_0_G;1;20001131_537
331369;145966;2531_87_0_G;1;20001152_537
331368;145966;2563_40130843_0_M;1;20001168_002
331367;145966;2813_209_0_M;1;20001257_584
331371;145966;2813_219_0_M;1;20001257_589
331372;145967;4955_1000044_0_U;1;20002223_022
331373;145968;2589_40130847_0_P;1;20001181_004
331374;145969;4097_265_0_M;1;20001819_597
331375;145970;2361_1000030_0_GG;1;20001116_015
331376;145970;3133_40130843_0_U;1;20001426_002
331377;145970;3141_1000012_0_U;1;20001429_006
331379;145971;2527_121_0_G;1;20001148_554
331378;145971;3637_40130843_0_P;1;20001616_002
331383;145972;4023_255_0_G;1;20001782_592
331382;145972;4169_261_0_G;1;20001856_595
331381;145972;4387_275_0_42;1;20001973_600
331380;145972;695_40130847_0_G;1;20000313_004
331384;145973;2531_87_0_P;1;20001152_537
331390;145974;2497_40130843_0_G;1;20001131_002
331389;145974;2521_99_0_G;1;20001145_543
331386;145974;2547_40130843_0_G;1;20001160_002
331385;145974;2591_111_0_G;1;20001182_549
331388;145974;2593_1000058_0_G;1;20001184_029
331387;145974;4373_1000054_0_U;1;20001962_027
331392;145975;4077_40130843_0_P;1;20001809_002
331391;145975;4127_1000040_0_PP;1;20001835_020
331394;145976;4035_1000046_0_40;1;20001789_023
331393;145976;5945_1000018_0_U;1;20002676_009
331395;145977;2513_121_0_P;1;20001141_554
331398;145978;1751_40130843_0_U;1;20000839_002
331397;145978;3277_1000018_0_U;1;20001476_009
331399;145978;4115_40130843_0_M;1;20001829_002
331396;145978;4879_1000036_0_U;1;20002187_018
331402;145979;2497_40130847_0_P;1;20001131_004
331405;145979;2513_1000088_0_P;1;20001141_044
331404;145979;2525_103_0_P;1;20001147_545
331401;145979;2531_40130847_0_M;1;20001152_004
331403;145979;2557_40130843_0_M;1;20001165_002
331400;145979;3927_40130847_0_G;1;20001755_004
331406;145980;4055_1000054_0_U;1;20001798_027
331407;145980;4585_40130845_0_U;1;20002046_003
331408;145981;110_1000032_0_P;1;10000054_016
331410;145981;3747_31_0_P;1;20001676_073
331409;145981;4799_1000054_0_U;1;20002148_027
331412;145982;2933_1000058_0_GG;1;20001315_029
331411;145982;4405_1000046_0_40;1;20001982_023
331426;145985;2795_1000022_0_40;1;20001248_011
331425;145985;4119_261_0_40;1;20001831_595
331429;145986;2883_1000058_0_M;1;20001293_029
331432;145986;2931_135_0_40;1;20001317_152
331427;145986;4129_255_0_M;2;20001836_592
331428;145986;4507_1000102_0_U;1;20002029_051
331430;145986;5933_1000018_0_U;1;20002670_009
331431;145986;5945_1000018_0_U;1;20002676_009
331433;145987;4087_257_0_M;1;20001814_593
331437;145988;1853_1000018_0_U;1;20000891_009
331436;145988;2389_40130843_0_U;1;20001119_002
331435;145988;2655_1000032_0_U;1;20001209_016
331434;145988;3769_1000032_0_44;1;20001686_016
331438;145989;2201_1000058_0_42;1;20001060_029
331440;145990;1909_1000018_0_U;1;20000917_009
331439;145990;1917_40130845_0_U;1;20000924_003
331441;145990;4497_1000044_0_U;1;20002023_022
331442;145990;70975642_40130843_0_38;1;15310025_002
331443;145991;4161_261_0_GG;1;20001852_595
331445;145992;2497_87_0_P;1;20001131_537
331446;145992;2513_95_0_P;1;20001141_541
331444;145992;2531_87_0_M;1;20001152_537
331447;145992;2531_95_0_M;1;20001152_541
331450;145993;2613_1000024_0_G;1;20001194_012
331449;145993;2837_153_0_42;1;20001266_565
331448;145993;3619_1000058_0_G;1;20001596_029
331452;145994;2951_40130843_0_M;1;20001327_002
331451;145994;4129_255_0_M;1;20001836_592
331453;145995;3725_207_0_PP;1;20001663_583
331454;145995;3765_207_0_M;1;20001684_583
331455;145995;4323_1000040_0_U;1;20001938_020
331461;145996;2135_1000058_0_42;1;20001022_029
331458;145996;2541_115_0_G;1;20001157_551
331456;145996;2783_7_0_G;1;20001243_069
331459;145996;4019_259_0_G;1;20001780_594
331457;145996;4089_263_0_G;1;20001815_596
331460;145996;4321_1000030_0_U;1;20001937_015
331462;145997;4089_257_0_M;1;20001815_593
331464;145998;3021_1000084_0_U;1;20001352_042
331465;145998;3903_40130845_0_U;1;20001749_003
331463;145998;4305_83_0_U;1;20001929_123
331466;145998;4471_1000018_0_U;1;20002016_009
331467;145999;2585_1000030_0_M;1;20001179_015
331470;146000;2389_40130847_0_U;1;20001119_004
331471;146000;4247_1000018_0_U;1;20001892_009
331469;146000;4725_1000102_0_U;1;20002118_051
331468;146000;5939_1000018_0_U;1;20002673_009
331473;146001;3663_177_0_38;1;20001629_183
331474;146001;3721_217_0_P;1;20001661_588
331476;146001;4087_261_0_P;1;20001814_595
331478;146001;4097_255_0_P;2;20001819_592
331477;146001;4119_255_0_40;1;20001831_592
331479;146001;4119_257_0_40;1;20001831_593
331480;146001;4129_259_0_P;2;20001836_594
331472;146001;4143_257_0_P;1;20001843_593
331475;146001;4645_221_0_U;1;20002072_216
331516;146007;4145_259_0_G;1;20001844_594
331534;146010;2151_1000058_0_40;1;20001032_029
331537;146010;3417_1000028_0_U;1;20001529_014
331533;146010;3795_239_0_P;1;20001699_074
331538;146010;3935_245_0_P;1;20001761_590
331536;146010;4375_1000054_0_U;1;20001963_027
331535;146010;4951_1000022_0_U;1;20002221_011
331539;146011;2521_107_0_M;1;20001145_547
331550;146013;2041_1000076_0_U;1;20000990_038
331549;146013;2317_1000058_0_G;1;20001111_029
331548;146013;4023_257_0_M;1;20001782_593
331551;146014;3133_1000054_0_U;1;20001426_027
331552;146014;3373_40130845_0_U;1;20001510_003
331553;146014;5453_40130845_0_U;1;20002453_003
331554;146015;2877_1000032_0_M;1;20001290_016
331556;146015;4077_40130843_0_P;1;20001809_002
331555;146015;4101_40130843_0_40;1;20001823_002
331557;146016;4131_1000026_0_G;1;20001837_013
331558;146016;6133_1000058_0_44;1;20002758_029
331559;146017;4081_259_0_U;1;20001811_594
331562;146018;2151_1000058_0_38;1;20001032_029
331560;146018;3627_40130843_0_P;1;20001609_002
331561;146018;4087_261_0_PP;1;20001814_595
331563;146019;3775_233_0_GG;1;20001689_063
331564;146020;3663_1000058_0_38;1;20001629_029
331565;146021;1373_1000030_0_44;1;20000658_015
331566;146022;4145_257_0_G;1;20001844_593
331567;146023;4171_259_0_G;1;20001857_594
331575;146024;2287_1000030_0_44;1;20001094_015
331574;146024;2853_145_0_G;1;20001277_561
331571;146024;4087_265_0_GG;1;20001814_597
331568;146024;4139_1000110_0_G;1;20001841_055
331570;146024;4377_1000054_0_U;1;20001964_027
331572;146024;4501_1000030_0_U;1;20002025_015
331569;146024;4979_173_0_U;1;20002236_179
331573;146024;70977076_1000088_0_M;1;15540002_044
331577;146025;4329_1000026_0_U;1;20001941_013
331576;146025;4453_1000028_0_P;1;20002006_014
331578;146026;3619_1000026_0_P;1;20001596_013
331588;146027;2193_1000058_0_G;1;20001056_029
331586;146027;4075_1000058_0_M;1;20001808_029
331580;146027;4233_1000080_0_U;1;20001885_040
331587;146027;4247_40130845_0_U;1;20001892_003
331579;146027;4313_1000026_0_U;1;20001933_013
331582;146027;5071_40130845_0_U;1;20002286_003
331583;146027;5425_40130841_0_U;1;20002442_001
331581;146027;5861_1000088_0_U;1;20002626_044
331585;146027;5901_1000110_0_U;1;20002643_055
331584;146027;5925_285_0_U;1;20002664_081
331592;146029;3683_217_0_44;1;20001638_588
331591;146029;3693_1000058_0_G;1;20001644_029
331593;146030;70976938_40130843_0_42;1;15510003_002
331594;146031;336_40130843_0_42;1;14590177_002
331598;146032;2231_40130843_0_42;1;20001076_002
331596;146032;4187_1000036_0_M;1;20001866_018
331595;146032;4411_40130843_0_42;1;20001985_002
331597;146032;70976848_1000058_0_G;1;15710035_029
331599;146033;2531_95_0_M;1;20001152_541
331601;146034;2957_40130843_0_M;1;20001331_002
331600;146034;4089_257_0_M;1;20001815_593
331604;146035;2513_107_0_M;1;20001141_547
331607;146035;2513_129_0_G;1;20001141_680
331603;146035;2513_87_0_M;1;20001141_537
331602;146035;2531_87_0_P;1;20001152_537
331606;146035;2545_129_0_P;1;20001159_680
331605;146035;2563_107_0_M;1;20001168_547
331608;146036;2513_93_0_M;1;20001141_540
331609;146036;2543_40130843_0_M;1;20001158_002
331610;146036;3641_207_0_M;1;20001618_583
331611;146037;4803_1000016_0_U;1;20002150_008
331613;146038;2953_283_0_G;1;20001328_080
331614;146038;4435_273_0_G;1;20001997_599
331615;146038;4435_277_0_G;1;20001997_601
331612;146038;5933_1000018_0_U;1;20002670_009
331616;146039;3433_40130843_0_U;1;20001537_002
331618;146040;70975392_40130843_0_42;1;14590194_002
331617;146040;70976932_40130843_0_G;1;14590101_002
331619;146041;4405_267_0_40;1;20001982_077
331622;146042;2965_1000032_0_G;1;20001333_016
331623;146042;3673_40130843_0_40;1;20001633_002
331621;146042;3781_1000058_0_G;1;20001692_029
331620;146042;3781_40130843_0_M;1;20001692_002
331624;146042;6133_1000032_0_40;1;20002758_016
331625;146043;2817_145_0_PP;1;20001260_561
331627;146043;4089_263_0_PP;1;20001815_596
331626;146043;4149_265_0_PP;1;20001846_597
331628;146044;6133_1000032_0_44;1;20002758_016
331629;146045;2577_5_0_U;1;20001169_068
331630;146045;4505_173_0_U;1;20002028_179
331631;146046;285_1000058_0_P;1;10000169_029
331702;146054;4389_1000032_0_40;1;20001974_016
331703;146054;4513_1000034_0_U;1;20002033_017
331717;146056;2659_40130843_0_U;1;20001211_002
331715;146056;2913_1000012_0_G;1;20001307_006
331718;146056;3115_145_0_U;1;20001415_561
331716;146056;3283_40130843_0_U;1;20001479_002
331714;146056;4033_1000016_0_42;1;20001788_008
331720;146057;2275_40130843_0_40;1;20001089_002
331719;146057;4143_257_0_P;1;20001843_593
331724;146058;2923_1000078_0_38;1;20001312_039
331722;146058;4385_1000046_0_36;1;20001972_023
331723;146058;4385_267_0_36;1;20001972_077
331721;146058;4405_267_0_36;1;20001982_077
331725;146059;2783_1000036_0_G;1;20001243_018
331727;146059;4019_261_0_G;1;20001780_595
331726;146059;4087_257_0_G;1;20001814_593
331728;146059;5015_1000028_0_U;1;20002259_014
331733;146061;2625_1000018_0_U;1;20001199_009
331732;146061;2689_1000048_0_U;1;20001226_024
331734;146061;2689_40130843_0_U;1;20001226_002
331735;146062;4019_261_0_M;1;20001780_595
331736;146062;4089_257_0_M;1;20001815_593
331738;146062;4429_277_0_M;1;20001994_601
331737;146062;4439_40130843_0_P;1;20001999_002
331742;146063;3291_1000102_0_U;1;20001483_051
331741;146063;3301_1000036_0_U;1;20001487_018
331743;146063;3787_233_0_40;1;20001695_063
331740;146063;4783_1000102_0_U;1;20002140_051
331739;146063;4785_1000102_0_U;1;20002141_051
331744;146064;3119_1000016_0_U;1;20001419_008
331748;146065;2287_1000058_0_44;1;20001094_029
331747;146065;3707_1000058_0_G;1;20001654_029
331745;146065;3741_209_0_G;1;20001672_584
331746;146065;4129_259_0_G;1;20001836_594
331749;146066;4389_137_0_42;1;20001974_557
331750;146067;4115_40130847_0_PP;1;20001829_004
331751;146068;2933_1000058_0_M;1;20001315_029
331752;146068;4459_40130843_0_M;1;20002009_002
331753;146069;2527_83_0_M;1;20001148_123
331754;146070;70976870_1000060_0_P;1;16040011_030
331755;146071;3687_40130843_0_40;1;20001640_002
331757;146072;3725_215_0_G;1;20001663_587
331756;146072;4087_257_0_G;1;20001814_593
331758;146073;3693_1000058_0_P;1;20001644_029
331759;146074;4129_255_0_P;1;20001836_592
331770;146077;2803_155_0_P;1;20001252_566
331768;146077;4171_261_0_P;1;20001857_595
331769;146077;4605_219_0_P;1;20002053_589
331771;146078;2497_40130843_0_P;1;20001131_002
331773;146078;2513_93_0_P;1;20001141_540
331772;146078;2531_40130843_0_G;1;20001152_002
331774;146078;2531_40130847_0_P;1;20001152_004
331775;146079;3677_231_0_38;1;20001635_062
331776;146080;5861_1000036_0_U;1;20002626_018
331777;146080;70976468_40130845_0_U;1;16200033_003
331780;146081;3115_63_0_U;1;20001415_529
331779;146081;3253_1000102_0_U;1;20001464_051
331778;146081;399_40130843_0_44;1;10000208_002
331781;146082;3769_40130843_0_38;1;20001686_002
331782;146083;4619_1000016_0_U;1;20002058_008
331783;146083;4621_1000016_0_U;1;20002059_008
331806;146087;3641_219_0_M;1;20001618_589
331805;146087;4161_257_0_P;1;20001852_593
331807;146088;4821_1000016_0_U;1;20002159_008
331809;146089;2695_1000012_0_U;1;20001229_006
331808;146089;2695_1000048_0_U;1;20001229_024
331810;146090;3675_40130843_0_42;1;20001634_002
331811;146091;1087_40130843_0_U;1;20000517_002
331813;146092;3641_213_0_M;1;20001618_586
331812;146092;4087_257_0_M;1;20001814_593
331814;146093;379_1000096_0_42;1;10000215_048
331817;146094;2593_40130843_0_M;1;20001184_002
331818;146094;3741_213_0_M;1;20001672_586
331816;146094;3867_1000016_0_U;1;20001728_008
331815;146094;4129_263_0_M;1;20001836_596
331820;146095;3171_1000012_0_U;1;20001436_006
331819;146095;4115_40130847_0_M;1;20001829_004
331821;146096;128_1000016_0_P;1;10000063_008
331822;146097;3807_1000054_0_M;1;20001707_027
331824;146098;3725_213_0_GG;1;20001663_586
331823;146098;4087_257_0_GG;1;20001814_593
331826;146098;70975990_273_0_GG;1;15560017_599
331825;146098;70975990_40130843_0_GG;1;15560017_002
331827;146099;3619_1000026_0_M;1;20001596_013
331828;146099;695_40130847_0_M;1;20000313_004
331830;146100;4145_255_0_P;1;20001844_592
331829;146100;4145_257_0_P;1;20001844_593
331832;146101;2889_161_0_M;1;20001296_153
331833;146101;3871_1000016_0_U;1;20001741_008
331831;146101;70975574_40130843_0_42;1;16420002_002
331834;146102;2611_1000018_0_U;1;20001192_009
331836;146103;2521_1000030_0_G;1;20001145_015
331835;146103;2521_1000088_0_G;1;20001145_044
331837;146104;70977062_1000096_0_38;1;15830003_048
331844;146105;1263_1000018_0_U;1;20000606_009
331842;146105;2641_1000054_0_U;1;20001207_027
331846;146105;2643_1000054_0_U;1;20001208_027
331839;146105;3043_1000026_0_U;1;20001363_013
331847;146105;3045_40130843_0_U;1;20001364_002
331840;146105;3225_1000018_0_U;1;20001447_009
331841;146105;3409_1000054_0_U;1;20001526_027
331838;146105;4325_1000024_0_U;1;20001939_012
331845;146105;70976020_1000018_0_U;1;14630018_009
331843;146105;70976072_1000018_0_U;1;16200013_009
331848;146106;4097_257_0_M;1;20001819_593
331849;146106;4945_1000024_0_U;1;20002216_012
331850;146107;2363_1000032_0_P;1;20001117_016
331851;146107;70976496_1000030_0_U;1;14970017_015
331852;146108;4001_1000048_0_M;1;20001777_024
331853;146108;4089_263_0_G;1;20001815_596
331854;146108;4173_259_0_G;1;20001858_594
331856;146109;3649_1000024_0_P;1;20001622_012
331855;146109;3677_1000016_0_40;1;20001635_008
331857;146110;4835_1000016_0_U;1;20002166_008
331858;146111;2999_40130843_0_U;1;20001343_002
331859;146112;4453_1000032_0_M;1;20002006_016
331860;146112;4453_1000036_0_M;1;20002006_018
331861;146113;70976940_1000030_0_38;1;15510004_015
331862;146114;4023_261_0_M;1;20001782_595
331863;146114;4145_257_0_G;1;20001844_593
331864;146115;4177_259_0_P;1;20001860_594
