id;user_id;date;subtotal;discount;total;status;payment_type;shipping_cost;shipping_service;address_city;address_state;utm_source_medium;device_type
145547;244127;04/02/2016 11:20;649.2;75;574.2;DELIVERED;CREDIT CARD;15.23;Correios PAC;Contagem;MG;google / cpc;MobileWeb
145548;72093;04/02/2016 11:22;29.9;0;36.91;CANCELLED;BOLETO;7.01;Carriers;Campinas;SP;email / abandoned-cart;MobileWeb
145549;283216;04/02/2016 11:23;119.8;0;136.31;DELIVERED;CREDIT CARD;16.51;Correios eSedex;Maceió;AL;email / newsletter;MobileWeb
145550;16423354;04/02/2016 11:30;179.8;0;179.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Rio de Janeiro;RJ;stealthelook.com.br / referral;MobileWeb
145551;16431329;04/02/2016 11:30;139.7;0;154.42;DELIVERED;BOLETO;14.72;Correios PAC;Dourados;MS;facebook.com / referral;MobileWeb
145552;45453;04/02/2016 11:38;184.7;0;184.7;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;google / organic;MobileWeb
145553;16431334;04/02/2016 11:43;54.9;0;64.02;CANCELLED;BOLETO;9.12;Correios eSedex;Rio de Janeiro;RJ;instagram / organic;MobileWeb
145554;16431332;04/02/2016 11:45;74.9;0;74.9;DELIVERED;DEBIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145555;287466;04/02/2016 11:54;279.8;25;254.8;DELIVERED;CREDIT CARD;20.04;Correios PAC;Cuiabá;MT;email / newsletter;MobileWeb
145557;185843;04/02/2016 11:59;364.3;50;314.3;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
145559;273058;04/02/2016 12:00;119.9;0;119.9;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Palhoça;SC;email / newsletter;MobileWeb
145560;16431339;04/02/2016 12:05;89.9;0;99.95;CANCELLED;BOLETO;10.05;Correios PAC;Conchal;SP;google / cpc;MobileWeb
145561;16353993;04/02/2016 12:06;74.8;0;80.96;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;google / organic;MobileWeb
145562;16389615;04/02/2016 12:07;109.8;0;109.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145563;10046176;04/02/2016 12:20;189.7;30;159.7;DELIVERED;CREDIT CARD;22.79;Correios PAC;Carpina;PE;email / abandoned-cart;MobileWeb
145564;183965;04/02/2016 12:24;509.6;75;434.6;CANCELLED;BOLETO;15.68;Correios PAC;Itabirito;MG;criteo / (not set);MobileWeb
145565;15345783;04/02/2016 12:27;453.7;75;378.7;DELIVERED;CREDIT CARD;15.39;Correios PAC;Viamão;RS;email / newsletter;android
145566;216664;04/02/2016 12:31;239.8;0;239.8;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;criteo / web;MobileWeb
145567;16431343;04/02/2016 12:36;309.8;25;284.8;DELIVERED;DEBIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145568;16390738;04/02/2016 12:37;159.8;0;169.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;20510 / web;MobileWeb
145569;16417758;04/02/2016 12:50;189.8;0;189.8;DELIVERED;CREDIT CARD;13.32;Correios PAC;Uberlândia;MG;email / newsletter;MobileWeb
145570;13049401;04/02/2016 12:52;354.7;50;313.71;CANCELLED;BOLETO;9.01;Correios eSedex;Santo André;SP;google / organic;MobileWeb
145571;16421080;04/02/2016 12:55;169.9;0;179.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Belo Horizonte;MG;email / newsletter;MobileWeb
145572;16401627;04/02/2016 12:57;309.6;25;284.6;DELIVERED;CREDIT CARD;16.51;Correios eSedex;Cuiabá;MT;glam4you / banner;android
145573;16431335;04/02/2016 13:02;124.9;0;139.26;CANCELLED;BOLETO;14.36;Correios PAC;Porto Alegre;RS;email / welcome;MobileWeb
145574;16384508;04/02/2016 13:05;379.5;50;329.5;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;criteo / (not set);MobileWeb
145576;16431337;04/02/2016 13:08;189.8;0;189.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Belo Horizonte;MG;zanox / deeplink;MobileWeb
145578;16431349;04/02/2016 13:10;79.9;0;79.9;DELIVERED;CREDIT CARD;6.67;Carriers;Osasco;SP;google / organic;MobileWeb
145579;86965;04/02/2016 13:10;409.7;50;359.7;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Curitiba;PR;facebook / cpc;MobileWeb
145580;7017379;04/02/2016 13:11;49.9;0;56.06;DELIVERED;BOLETO;6.16;Carriers;São Paulo;SP;google / cpc;MobileWeb
145581;16353250;04/02/2016 13:16;34.9;0;34.9;CANCELLED;BOLETO;9.12;Correios eSedex;Vespasiano;MG;email / newsletter;android
145582;16431206;04/02/2016 13:16;839.2;75;764.2;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;pinterest.com / referral;MobileWeb
145583;16419500;04/02/2016 13:17;179.8;0;179.8;CANCELLED;BOLETO;14.72;Correios PAC;Garibaldi;RS;email / newsletter;MobileWeb
145584;65617;04/02/2016 13:19;129.8;0;135.96;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;criteo / (not set);MobileWeb
145585;16431319;04/02/2016 13:20;79.9;0;86.57;DELIVERED;CREDIT CARD;6.67;Carriers;Cotia;SP;google / organic;MobileWeb
145586;16383352;04/02/2016 13:21;99.8;0;109.7;DELIVERED;BOLETO;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145587;16354532;04/02/2016 13:23;274.6;25;249.6;DELIVERED;CREDIT CARD;15.39;Correios PAC;Brasília;DF;email / newsletter;MobileWeb
145588;16352441;04/02/2016 13:25;329.7;25;304.7;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;email / newsletter;iOS
145589;16431349;04/02/2016 13:26;209.8;0;209.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145590;16428481;04/02/2016 13:27;514.6;75;439.6;CANCELLED;BOLETO;15.39;Correios PAC;Porto Alegre;RS;email / newsletter;MobileWeb
145591;16431354;04/02/2016 13:32;79.9;0;79.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145592;16409255;04/02/2016 13:34;69.9;0;76.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;facebook / cpc;MobileWeb
145593;16392746;04/02/2016 13:36;269.8;25;244.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Campo Largo;PR;email / newsletter;MobileWeb
145594;15673820;04/02/2016 13:38;204.8;0;204.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Belo Horizonte;MG;facebook / cpc;MobileWeb
145595;16414997;04/02/2016 13:41;414.7;50;364.7;DELIVERED;CREDIT CARD;16.95;Correios PAC;Vitória;ES;criteo / fbx;MobileWeb
145596;292394;04/02/2016 13:41;104.9;0;114.02;CANCELLED;BOLETO;9.12;Correios eSedex;Palhoça;SC;criteo / web;MobileWeb
145597;194030;04/02/2016 13:46;129.9;0;143.22;CANCELLED;BOLETO;13.32;Correios PAC;Diamantina;MG;20510 / fbx;MobileWeb
145598;16431355;04/02/2016 13:46;319.7;25;294.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP; / (not set);MobileWeb
145599;181751;04/02/2016 13:46;89.9;0;89.9;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145600;287550;04/02/2016 13:47;289.8;25;264.8;CANCELLED;BOLETO;13.86;Correios PAC;Campo Largo;PR;email / abandoned-cart;MobileWeb
145601;16398881;04/02/2016 13:51;49.8;0;59.85;CANCELLED;BOLETO;10.05;Correios PAC;Mogi Mirim;SP;zanox / deeplink;iOS
145603;16431361;04/02/2016 13:52;49.9;0;49.9;DELIVERED;DEBIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145604;287550;04/02/2016 14:00;289.8;25;264.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Campo Largo;PR;email / abandoned-cart;MobileWeb
145605;16386173;04/02/2016 14:02;49.9;0;59.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;google / organic;iOS
145607;16351492;04/02/2016 14:05;269.7;25;244.7;DELIVERED;CREDIT CARD;7.01;Carriers;Limeira;SP;email / newsletter;MobileWeb
145608;16409770;04/02/2016 14:05;279.8;25;254.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Rio de Janeiro;RJ;muccashop / web;android
145609;253214;04/02/2016 14:07;214.8;0;214.8;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;email / newsletter;MobileWeb
145610;16414937;04/02/2016 14:08;129.9;0;129.9;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145611;16429272;04/02/2016 14:14;49.9;0;56.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;(direct) / (none);iOS
145612;16429272;04/02/2016 14:22;109.9;0;116.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;(direct) / (none);iOS
145614;16431366;04/02/2016 14:23;89.9;0;104.62;CANCELLED;BOLETO;14.72;Correios PAC;Nova Prata;RS;web.whatsapp.com / referral;MobileWeb
145615;144523;04/02/2016 14:26;34.9;0;49.6;DELIVERED;CREDIT CARD;14.7;Correios eSedex;Vitória;ES;google / organic;MobileWeb
145616;16356491;04/02/2016 14:26;274.6;25;249.6;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
145617;16431363;04/02/2016 14:28;429.7;50;379.7;DELIVERED;CREDIT CARD;14.9;Loggi Super Express;São Paulo;SP;google / cpc;MobileWeb
145618;16431367;04/02/2016 14:31;264.8;25;239.8;DELIVERED;CREDIT CARD;16.95;Correios PAC;Brasília;DF;20510 / web;MobileWeb
145619;16286391;04/02/2016 14:36;69.8;0;76.81;CANCELLED;BOLETO;7.01;Carriers;Campinas;SP;facebook / cpc;MobileWeb
145620;16356115;04/02/2016 14:41;159.9;0;166.91;DELIVERED;CREDIT CARD;7.01;Carriers;Limeira;SP;cas.sv.us.criteo.com / referral;MobileWeb
145621;16423805;04/02/2016 14:43;389.6;50;339.6;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145622;16431366;04/02/2016 14:44;89.9;0;89.9;DELIVERED;BOLETO;14.72;Correios PAC;Nova Prata;RS;web.whatsapp.com / referral;MobileWeb
145623;16363720;04/02/2016 14:44;89.9;0;89.9;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;zanox / deeplink;android
145624;16431281;04/02/2016 14:46;79.9;0;87.38;DELIVERED;CREDIT CARD;7.48;Correios eSedex;São Lourenço da Serra;SP;criteo / web;MobileWeb
145625;167369;04/02/2016 14:48;384.4;50;334.4;DELIVERED;CREDIT CARD;13.86;Correios PAC;Curitiba;PR;stealthelook.com.br / referral;MobileWeb
145626;16431380;04/02/2016 14:51;179.7;0;179.7;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;zanox / deeplink;MobileWeb
145627;16431335;04/02/2016 14:54;124.9;0;124.9;DELIVERED;BOLETO;14.36;Correios PAC;Porto Alegre;RS;email / welcome;MobileWeb
145628;16431381;04/02/2016 14:57;89.9;0;111.25;DELIVERED;CREDIT CARD;21.35;Correios eSedex;Rio Branco;AC;google / organic;MobileWeb
145630;218189;04/02/2016 14:58;169.9;0;183.22;DELIVERED;CREDIT CARD;13.32;Correios PAC;Jaguariaíva;PR;criteo / web;MobileWeb
145631;16431382;04/02/2016 15:01;54.9;0;54.9;DELIVERED;BOLETO;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145632;87354;04/02/2016 15:09;169.9;0;169.9;CANCELLED;BOLETO;9.12;Correios eSedex;Rio de Janeiro;RJ;criteo / web;MobileWeb
145637;65930;04/02/2016 15:14;624.5;75;549.5;DELIVERED;CREDIT CARD;15.23;Correios PAC;Florianópolis;SC;email / newsletter;MobileWeb
145639;16364406;04/02/2016 15:16;294.7;25;269.7;CANCELLED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145640;233161;04/02/2016 15:20;109.9;0;109.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;iOS
145641;251962;04/02/2016 15:23;364.6;50;314.6;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;criteo / fbx;MobileWeb
145642;16431391;04/02/2016 15:29;129.9;0;136.91;DELIVERED;CREDIT CARD;7.01;Carriers;Campinas;SP;modait / cpc;iOS
145643;44289;04/02/2016 15:30;244.8;0;244.8;DELIVERED;CREDIT CARD;9.01;Correios eSedex;São Paulo;SP;email / abandoned-cart;iOS
145645;16431390;04/02/2016 15:32;129.8;0;143.66;DELIVERED;CREDIT CARD;13.86;Correios PAC;Curitiba;PR; / (not set);MobileWeb
145646;16363031;04/02/2016 15:33;49.9;0;49.9;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;email / newsletter;MobileWeb
145648;16419552;04/02/2016 15:39;89.8;0;89.8;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
145649;73146;04/02/2016 15:41;334.6;25;333.47;CANCELLED;BOLETO;23.87;Correios eSedex;Porto Alegre;RS;email / newsletter;MobileWeb
145650;16391202;04/02/2016 15:48;214.8;0;214.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Rio de Janeiro;RJ;facebook / cpc;android
145651;16394365;04/02/2016 15:57;124.9;0;131.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;google / organic;MobileWeb
145653;16417583;04/02/2016 16:00;119.8;0;126.81;DELIVERED;BOLETO;7.01;Carriers;Campinas;SP;email / newsletter;MobileWeb
145654;30017;04/02/2016 16:27;194.7;0;194.7;DELIVERED;CREDIT CARD;13.32;Correios PAC;Brasília de Minas;MG;20510 / fbx;MobileWeb
145655;4810705;04/02/2016 16:29;84.8;0;90.96;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;email / abandoned-cart;MobileWeb
145657;16371314;04/02/2016 16:31;104.9;0;104.9;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145658;16389162;04/02/2016 16:31;454.6;75;379.6;DELIVERED;CREDIT CARD;14.9;Loggi Super Express;São Paulo;SP;google / cpc;MobileWeb
145659;16431409;04/02/2016 16:32;129.9;0;139.8;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;facebook / cpc;MobileWeb
145661;244719;04/02/2016 16:35;239.8;0;239.8;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;criteo / web;MobileWeb
145662;16431414;04/02/2016 16:40;269.8;25;244.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145669;5640465;04/02/2016 16:48;129.9;0;138.48;CANCELLED;BOLETO;8.58;Correios eSedex;Ribeirão Preto;SP;criteo / web;MobileWeb
145671;16366053;04/02/2016 16:50;209.8;0;209.8;DELIVERED;CREDIT CARD;10.77;Correios PAC;Paulínia;SP;criteo / web;MobileWeb
145672;16431401;04/02/2016 16:53;49.9;0;63.22;DELIVERED;CREDIT CARD;13.32;Correios PAC;Sete Lagoas;MG;email / welcome;iOS
145673;16389615;04/02/2016 16:55;59.9;0;59.9;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
145674;10351010;04/02/2016 16:56;109.9;0;118.48;CANCELLED;BOLETO;8.58;Correios eSedex;Rio Claro;SP;facebook.com / referral;MobileWeb
145675;258420;04/02/2016 16:56;169.8;0;184.5;DELIVERED;CREDITS;14.7;Correios eSedex;Brasília;DF;google / cpc;MobileWeb
145676;16404724;04/02/2016 16:56;294.7;25;269.7;DELIVERED;CREDIT CARD;10.77;Correios PAC;Ribeirão Preto;SP;criteo / fbx;MobileWeb
145677;16431418;04/02/2016 16:59;69.9;0;84.6;DELIVERED;CREDIT CARD;14.7;Correios eSedex;Porto Alegre;RS;google / cpc;MobileWeb
145678;16431419;04/02/2016 17:00;99.8;0;113.68;DELIVERED;CREDIT CARD;13.88;Correios eSedex;Jundiaí;SP;google / organic;MobileWeb
145679;60270;04/02/2016 17:05;109.9;0;119.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Belo Horizonte;MG;email / newsletter;MobileWeb
145680;16372919;04/02/2016 17:05;109.9;0;119.8;DELIVERED;BOLETO;9.9;Loggi Express;São Paulo;SP;google / cpc;MobileWeb
145681;16354430;04/02/2016 17:06;49.9;0;59.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Niterói;RJ;email / newsletter;iOS
145682;16429682;04/02/2016 17:07;389.7;50;339.7;DELIVERED;CREDITS;14.9;Loggi Super Express;São Paulo;SP;zanox / banner;MobileWeb
145683;16376535;04/02/2016 17:08;504.4;75;429.4;DELIVERED;CREDIT CARD;26.33;Correios PAC;Belém;PA;email / newsletter;MobileWeb
145684;16431421;04/02/2016 17:09;314.7;25;289.7;DELIVERED;CREDIT CARD;7.32;Carriers;Santana de Parnaíba;SP;pinterest.com / referral;MobileWeb
145685;99632;04/02/2016 17:09;289.7;25;264.7;DELIVERED;CREDIT CARD;15.39;Correios PAC;Porto Alegre;RS;google / organic;MobileWeb
145686;16428891;04/02/2016 17:11;89.7;0;95.86;DELIVERED;BOLETO;6.16;Carriers;São Paulo;SP;facebook / cpc;MobileWeb
145687;16401811;04/02/2016 17:11;309.8;25;284.8;DELIVERED;CREDIT CARD;7.32;Carriers;Santo André;SP;email / newsletter;android
145688;16354430;04/02/2016 17:13;69.9;0;79.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Niterói;RJ;email / newsletter;android
145689;16427933;04/02/2016 17:13;264.7;25;239.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / cpc;MobileWeb
145690;16431423;04/02/2016 17:20;444.5;50;394.5;DELIVERED;CREDIT CARD;15.68;Correios PAC;Londrina;PR;google / cpc;MobileWeb
145691;16381710;04/02/2016 17:23;239.8;0;239.8;DELIVERED;CREDIT CARD;13.86;Correios PAC;Belo Horizonte;MG;criteo / (not set);MobileWeb
145693;16300439;04/02/2016 17:27;149.5;0;156.98;DELIVERED;BOLETO;7.48;Correios eSedex;Mauá;SP;google / organic;MobileWeb
145694;42030;04/02/2016 17:27;104.8;0;118.12;DELIVERED;CREDIT CARD;13.32;Correios PAC;Passa Quatro;MG;criteo / web;MobileWeb
145695;16431425;04/02/2016 17:32;69.9;0;78.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;São Carlos;SP;google / cpc;MobileWeb
145696;16393366;04/02/2016 17:33;179.8;0;179.8;CANCELLED;BOLETO;23.93;Correios PAC;Fortaleza;CE; / (not set);MobileWeb
145697;16431426;04/02/2016 17:44;129.8;0;137.28;CANCELLED;BOLETO;7.48;Correios eSedex;Mauá;SP;muccashop / web;iOS
145698;16405323;04/02/2016 17:47;434.5;50;384.5;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;android
145699;1554288;04/02/2016 17:49;304.6;25;279.6;DELIVERED;CREDIT CARD;13.32;Correios PAC;Maringá;PR;email / abandoned-cart;MobileWeb
145700;1414457;04/02/2016 17:51;69.9;0;83.22;DELIVERED;CREDIT CARD;13.32;Correios PAC;Palmas;PR;(direct) / (none);MobileWeb
145701;2891817;04/02/2016 17:53;369.7;50;319.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;iloveecommerce / cpc;MobileWeb
145702;251382;04/02/2016 17:54;109.9;0;128.98;DELIVERED;CREDIT CARD;19.08;Correios PAC;Sobradinho;BA;email / abandoned-cart;MobileWeb
145703;16431431;04/02/2016 17:54;124.9;0;147.69;DELIVERED;CREDIT CARD;22.79;Correios PAC;Morrinhos;CE;zanox / deeplink;MobileWeb
145704;16383653;04/02/2016 17:55;89.9;0;96.57;CANCELLED;BOLETO;6.67;Carriers;Osasco;SP;email / newsletter;MobileWeb
145705;215756;04/02/2016 17:57;169.7;0;184.42;DELIVERED;CREDIT CARD;14.72;Correios PAC;Costa Rica;MS;criteo / web;MobileWeb
145706;160180;04/02/2016 18:04;304.7;25;279.7;CANCELLED;BOLETO;15.39;Correios PAC;Brasília;DF;zanox / deeplink;MobileWeb
145707;16431082;04/02/2016 18:05;269.7;25;244.7;DELIVERED;CREDIT CARD;17.48;Correios PAC;Firminópolis;GO;20510 / fbx;MobileWeb
145709;16406218;04/02/2016 18:08;179.8;0;179.8;CANCELLED;BOLETO;7.32;Carriers;São Bernardo do Campo;SP;(direct) / (none);MobileWeb
145711;2891817;04/02/2016 18:24;374.3;50;324.3;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;iloveecommerce / cpc;MobileWeb
145712;16407665;04/02/2016 18:26;64.9;0;64.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;iloveecommerce / cpc;iOS
145714;16431412;04/02/2016 18:45;159.9;0;168.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;Birigüi;SP;facebook.com / referral;MobileWeb
145715;16431440;04/02/2016 18:49;89.8;0;95.96;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;zanox / deeplink;MobileWeb
145716;16431439;04/02/2016 18:53;84.9;0;93.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;Araçatuba;SP;criteo / web;MobileWeb
145717;247821;04/02/2016 18:55;164.6;0;174.5;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145718;191703;04/02/2016 18:56;219.8;0;219.8;DELIVERED;CREDIT CARD;10.05;Correios PAC;Mogi Mirim;SP;google / organic;MobileWeb
145719;13203030;04/02/2016 18:56;1298.8;75;1223.8;DELIVERED;CREDIT CARD;9.05;Carriers;Osasco;SP;email / newsletter;MobileWeb
145720;156225;04/02/2016 18:57;104.8;0;113.38;DELIVERED;BOLETO;8.58;Correios eSedex;Araçatuba;SP;email / newsletter;iOS
145721;16431427;04/02/2016 19:00;324.7;25;299.7;CANCELLED;BOLETO;20.44;Correios PAC;Eunápolis;BA;zanox / deeplink;MobileWeb
145722;54665;04/02/2016 19:11;359.6;50;309.6;DELIVERED;CREDIT CARD;13.86;Correios PAC;Belo Horizonte;MG;google / organic;MobileWeb
145723;16429538;04/02/2016 19:12;289.6;25;264.6;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;youtube / organic;MobileWeb
145724;16431442;04/02/2016 19:20;74.9;0;96.25;DELIVERED;CREDIT CARD;21.35;Correios eSedex;Fortaleza;CE;modait / cpc;iOS
145725;16431444;04/02/2016 19:26;114.9;0;124.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Niterói;RJ;google / organic;MobileWeb
145726;16431445;04/02/2016 19:27;149.9;0;149.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;pinterest.com / referral;MobileWeb
145727;16431446;04/02/2016 19:33;69.9;0;69.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / abandoned-cart;android
145728;16430614;04/02/2016 19:35;189.9;30;159.9;DELIVERED;CREDIT CARD;13.86;Correios PAC;Belo Horizonte;MG;email / abandoned-cart;MobileWeb
145730;16429601;04/02/2016 19:40;169.9;0;184.6;CANCELLED;BOLETO;14.7;Correios eSedex;Brasília;DF;google / cpc;MobileWeb
145732;178354;04/02/2016 19:43;459.1;75;384.1;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
145735;208349;04/02/2016 19:57;19.9;0;36.41;DELIVERED;CREDIT CARD;16.51;Correios eSedex;João Pessoa;PB;iloveecommerce / cpc;MobileWeb
145740;16390324;04/02/2016 20:08;314.7;25;289.7;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP; / (not set);iOS
145741;288409;04/02/2016 20:09;89.9;0;104.6;CANCELLED;BOLETO;14.7;Correios eSedex;Goiânia;GO;20510 / fbx;MobileWeb
145742;16382552;04/02/2016 20:11;199.6;0;214.5;DELIVERED;CREDIT CARD;14.9;Loggi Super Express;São Paulo;SP;google / organic;MobileWeb
145743;16387402;04/02/2016 20:15;109.8;0;109.8;DELIVERED;BOLETO;9.12;Correios eSedex;Curitiba;PR;email / newsletter;MobileWeb
145744;16431449;04/02/2016 20:20;199.8;0;199.8;DELIVERED;CREDIT CARD;13.32;Correios PAC;Bom Despacho;MG;google / cpc;MobileWeb
145745;16399282;04/02/2016 20:37;349.7;25;324.7;DELIVERED;CREDIT CARD;10.77;Correios PAC;Santos;SP;google / organic;android
145746;16431457;04/02/2016 20:56;169.9;0;176.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;google / cpc;MobileWeb
145747;16430166;04/02/2016 20:57;349.6;25;324.6;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;iOS
145748;16383037;04/02/2016 21:06;64.9;0;71.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;email / newsletter;MobileWeb
145749;16429449;04/02/2016 21:13;289.6;25;264.6;DELIVERED;BOLETO;20.04;Correios PAC;Aracaju;SE;(direct) / (none);iOS
145750;159956;04/02/2016 21:19;329.6;25;337.56;DELIVERED;CREDIT CARD;32.96;Correios eSedex;Brasília;DF;20510 / fbx;MobileWeb
145751;25179;04/02/2016 21:19;189.8;0;189.8;CANCELLED;BOLETO;7.01;Carriers;Americana;SP;muccashop / web;iOS
145752;16431462;04/02/2016 21:21;34.9;0;41.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;zanox / deeplink;MobileWeb
145753;16431464;04/02/2016 21:23;69.9;0;76.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;google / cpc;MobileWeb
145754;16431467;04/02/2016 21:34;89.9;0;99.02;CANCELLED;BOLETO;9.12;Correios eSedex;Curitiba;PR;zanox / deeplink;MobileWeb
145755;16408502;04/02/2016 21:36;159.8;0;159.8;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145756;16431469;04/02/2016 21:44;244.8;0;244.8;CANCELLED;BOLETO;15.77;Correios PAC;Erechim;RS;facebook / cpc;MobileWeb
145757;90691;04/02/2016 21:48;109.7;0;118.82;CANCELLED;BOLETO;9.12;Correios eSedex;Niterói;RJ;email / newsletter;iOS
145758;90691;04/02/2016 22:00;109.7;0;118.82;CANCELLED;BOLETO;9.12;Correios eSedex;Niterói;RJ;email / newsletter;iOS
145759;16422385;04/02/2016 22:05;284.7;25;259.7;DELIVERED;CREDIT CARD;10.77;Correios PAC;Ribeirão Preto;SP;criteo / (not set);iOS
145760;16411691;04/02/2016 22:08;139.7;0;139.7;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);iOS
145761;16389790;04/02/2016 22:09;389.8;50;339.8;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
145762;16431472;04/02/2016 22:11;109.9;0;109.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / abandoned-cart;iOS
145763;105788;04/02/2016 22:17;119.8;0;135.62;CANCELLED;BOLETO;15.82;Correios eSedex;Ponta Grossa;PR;(direct) / (none);MobileWeb
145764;16393415;04/02/2016 22:20;719.2;75;644.2;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / abandoned-cart;iOS
